count	geneid	symbol	name	chr	orientation	start	end
6	27439	CECR6	cat eye syndrome chromosome region, candidate 6	22	-	17116298	17121366
10	85443	DCLK3	doublecortin-like kinase 3	3	-	36712421	36764203
5	23251	KIAA1024	KIAA1024	15	+	79413493	79472303
34	80314	EPC1	enhancer of polycomb homolog 1 (Drosophila)	10	-	32267715	32378797
33	8352	HIST1H3C	histone cluster 1, H3c	6	+	26045410	26045868
247	135	ADORA2A	adenosine A2a receptor	22	+	24423596	24442359
300	125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	4	-	99306386	99321441
1	124773	C17orf64	chromosome 17 open reading frame 64	17	+	60421084	60431425
26	10815	CPLX1	complexin 1	4	-	784956	826156
1	101927152	LINC01212	long intergenic non-protein coding RNA 1212	3	+	69999743	70015300
55	1292	COL6A2	collagen, type VI, alpha 2	21	+	46097605	46132848
1	100130801	LOC100130801	-	9	-	13021631	13049753
5	664612	MIR539	microRNA 539	14	+	101047320	101047397
2	28448	IGHV3-15	immunoglobulin heavy variable 3-15	14	-	106153621	106154082
2	100847043	MIR5682	microRNA 5682	3	+	121049639	121049714
2	9995	ELK2BP	ELK2B, member of ETS oncogene family, pseudogene	14	-	105543991	105550859
23	26249	KLHL3	kelch-like family member 3	5	-	137617499	137736089
2	102465526	MIR6872	microRNA 6872	3	+	50273235	50273296
254	5467	PPARD	peroxisome proliferator-activated receptor delta	6	+	35342557	35428190
9	64779	MTHFSD	methenyltetrahydrofolate synthetase domain containing	16	-	86530175	86555234
10	440279	UNC13C	unc-13 homolog C (C. elegans)	15	+	53978202	54628607
2	100422979	MIR4324	microRNA 4324	19	-	49308796	49308867
4	84074	QRICH2	glutamine rich 2	17	-	76274048	76308689
1	340037	PRR7-AS1	PRR7 antisense RNA 1	5	-	177437888	177447943
2	254187	TSGA10IP	testis specific, 10 interacting protein	11	+	65945444	65960391
12	11018	TMED1	transmembrane emp24 protein transport domain containing 1	19	-	10832066	10836306
3	503639	DUXAP10	double homeobox A pseudogene 10	14	-	19294784	19337673
9	163404	LPPR5	-	1	-	98890244	99005808
1	100271183	RPL21P77	ribosomal protein L21 pseudogene 77	8	-	22389834	22390285
69	5110	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	6	+	149749694	149811420
2	643034	DUX4L19	double homeobox 4 like 19	Y	+	11332330	11333763
67	91	ACVR1B	activin A receptor, type IB	12	+	51951666	51997078
2	100313822	MIR513B	microRNA 513b	X	-	147199043	147199126
22	50619	DEF6	differentially expressed in FDCP 6 homolog (mouse)	6	+	35297817	35321770
12	23742	NPAP1	nuclear pore associated protein 1	15	+	24675393	24683445
1	394255	RPS10P1	ribosomal protein S10 pseudogene 1	6	+	26202122	26202714
30	6291	SAA4	serum amyloid A4, constitutive	11	-	18231354	18236836
5	157627	LINC00599	long intergenic non-protein coding RNA 599	8	-	9900063	9903328
4	133150	SULT1D1P	sulfotransferase family, cytosolic, 1D, member 1, pseudogene	4	-	69791872	69813871
1	414135	NANOGP11	Nanog homeobox pseudogene 11	6	+	152546596	152546964
20	114088	TRIM9	tripartite motif containing 9	14	-	50975260	51095703
1	100129801	RPL12P37	ribosomal protein L12 pseudogene 37	17	+	80976398	80976989
14	26207	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	17	+	67377280	67697262
4	148418	SAMD13	sterile alpha motif domain containing 13	1	+	84274951	84350797
34	54431	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	2	+	182716040	182780024
8	100885850	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	17	-	42950525	42980527
88	9507	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	1	-	161189747	161199054
2	374860	ANKRD30B	ankyrin repeat domain 30B	18	+	14748159	14855464
1	136540	PRSS3P3	protease, serine, 3 pseudogene 3	7	-	142287247	142291609
22	1397	CRIP2	cysteine-rich protein 2	14	+	105472937	105480169
6	80831	APOL5	apolipoprotein L, 5	22	+	35708423	35730324
1	100189450	TRE-CTC14-1	transfer RNA-Glu (CTC) 14-1	8	+	69160104	69160178
2	255798	SMCO1	single-pass membrane protein with coiled-coil domains 1	3	-	196506878	196515365
1	100132100	DNM1P32	DNM1 pseudogene 32	15	+	32434747	32439742
40	55818	KDM3A	lysine (K)-specific demethylase 3A	2	+	86440646	86492715
1	340090	LOC340090	-	5	-	73194774	73201968
1	100151650	RNU7-54P	RNA, U7 small nuclear 54 pseudogene	7	-	128443449	128443509
1	100873879	HMGB3P9	high mobility group box 3 pseudogene 9	1	-	92646847	92647729
6	574537	UGT2A2	UDP glucuronosyltransferase 2 family, polypeptide A2	4	-	69588416	69639641
2	84616	KRTAP4-4	keratin associated protein 4-4	17	-	41159652	41160730
15	10078	TSSC4	tumor suppressing subtransferable candidate 4	11	+	2400444	2403877
1	728698	EIF4A1P4	eukaryotic translation initiation factor 4A1 pseudogene 4	12	+	53153257	53154629
42	23013	SPEN	spen family transcriptional repressor	1	+	15847863	15940454
15	79140	CCDC28B	coiled-coil domain containing 28B	1	+	32200385	32205389
3	100141515	C17orf99	chromosome 17 open reading frame 99	17	+	78146039	78166903
1	100271161	RPL21P32	ribosomal protein L21 pseudogene 32	2	-	185956586	185957051
1	128718	RPS11P1	ribosomal protein S11 pseudogene 1	20	-	11345382	11345854
1	100126780	SNAR-G1	small ILF3/NF90-associated RNA G1	19	+	49037019	49037146
1	613266	LOC613266	-	20	-	15892332	15985881
31	9094	UNC119	unc-119 homolog (C. elegans)	17	-	28546706	28552627
23	4713	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	19	-	14566077	14572076
14	10194	TSHZ1	teashirt zinc finger homeobox 1	18	+	75210754	75289949
9	8988	HSPB3	heat shock 27kDa protein 3	5	+	54455600	54456383
3	100133220	GOLGA6L3	golgin A6 family-like 3	15	+	85240409	85247186
1	339685	LOC339685	-	22	+	47324622	47366806
9	388939	C2orf71	chromosome 2 open reading frame 71	2	-	29061372	29074837
2	100129385	C9orf92	chromosome 9 open reading frame 92	9	-	16203934	16276312
35	11274	USP18	ubiquitin specific peptidase 18	22	+	18149958	18177396
28	81539	SLC38A1	solute carrier family 38, member 1	12	-	46183054	46269424
18	79169	C1orf35	chromosome 1 open reading frame 35	1	-	228100726	228105410
4	131544	CRYBG3	beta-gamma crystallin domain containing 3	3	+	97821936	97944985
57	64399	HHIP	hedgehog interacting protein	4	+	144645995	144741399
1	28757	IGLVV-66	immunoglobulin lambda variable (V)-66 (pseudogene)	22	+	22061245	22061556
26	54968	TMEM70	transmembrane protein 70	8	+	73976141	73982782
2	54041	VN1R8P	vomeronasal 1 receptor 8 pseudogene	21	+	13476240	13477454
21	84309	NUDT16L1	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	16	+	4693557	4695858
21	100287171	WASH1	WAS protein family homolog 1	9	-	14510	30486
169	5268	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	18	+	63476910	63505084
3	100132057	LOC100132057	-	1	+	148402482	148432544
1	100775104	KLHL7-AS1	KLHL7 antisense RNA 1 (head to head)	7	-	23101227	23105702
51	1690	COCH	cochlin	14	+	30874534	30895078
11	10175	CNIH1	cornichon family AMPA receptor auxiliary protein 1	14	-	54426928	54441429
13	79934	ADCK4	aarF domain containing kinase 4	19	-	40691528	40716959
1	100271530	RPL39P39	ribosomal protein L39 pseudogene 39	20	+	57328499	57328885
40	10216	PRG4	proteoglycan 4	1	+	186296272	186314561
1	360015	RFTN1P1	raftlin, lipid raft linker 1 pseudogene 1	Y	-	7712984	7776704
36	4978	OPCML	opioid binding protein/cell adhesion molecule-like	11	-	132414980	133532507
9	414157	C10orf62	chromosome 10 open reading frame 62	10	+	97589692	97590933
1	729259	RPL17P43	ribosomal protein L17 pseudogene 43	17	+	19496903	19497563
2	102465451	MIR6753	microRNA 6753	11	+	68044793	68044956
23	118460	EXOSC6	exosome component 6	16	-	70250230	70251929
4	643609	NR1H5P	nuclear receptor subfamily 1, group H, member 5, pseudogene	1	+	114834455	114851543
60	1677	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	1	+	3857142	3885428
2	647298	HSPD1P8	heat shock 60kDa protein 1 (chaperonin) pseudogene 8	13	+	78849101	78851405
1	100271102	RPS25P5	ribosomal protein S25 pseudogene 5	3	-	149357121	149357603
108	10075	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	X	-	53532095	53686728
53	54880	BCOR	BCL6 corepressor	X	-	40051245	40177389
4	285311	C3orf56	chromosome 3 open reading frame 56	3	+	127193130	127198184
1	285232	LOC285232	-	3	+	87049197	87052868
17	55343	SLC35C1	solute carrier family 35 (GDP-fucose transporter), member C1	11	+	45804071	45813015
2	390113	OR4X1	olfactory receptor, family 4, subfamily X, member 1	11	+	48263860	48264777
1	100128449	IL9RP1	interleukin 9 receptor pseudogene 1	9	+	138137628	138141609
16	7802	DNALI1	dynein, axonemal, light intermediate chain 1	1	+	37556918	37566856
2	145241	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	14	-	70245752	70247800
26	8347	HIST1H2BC	histone cluster 1, H2bc	6	-	26123466	26123903
2	100616317	MIR4777	microRNA 4777	2	+	231362707	231362792
2	344758	GPR149	G protein-coupled receptor 149	3	-	154337671	154429714
1	100130298	LOC100130298	-	8	-	60966120	60967747
10	55083	KIF26B	kinesin family member 26B	1	+	245154984	245709431
47	6359	CCL15	chemokine (C-C motif) ligand 15	17	-	35997581	36002037
4	401720	FIGNL2	fidgetin-like 2	12	-	51817891	51848759
3	90529	STPG1	sperm-tail PG-rich repeat containing 1	1	-	24356998	24415496
23	55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	4	+	25234030	25279208
52	8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	9	+	99821854	99866892
10	54502	RBM47	RNA binding motif protein 47	4	-	40423254	40630785
6	79034	C7orf26	chromosome 7 open reading frame 26	7	+	6589367	6608725
10	64224	HERPUD2	HERPUD family member 2	7	-	35632658	35695186
17	254394	MCM9	minichromosome maintenance complex component 9	6	-	118813448	118935161
1	148696	LOC148696	-	1	+	207818378	207822595
15	1353	COX11	COX11 cytochrome c oxidase copper chaperone	17	-	54951897	54968779
1	641614	RPL23AP8	ribosomal protein L23a pseudogene 8	14	+	34694154	34694692
1	28405	IGHV3-79	immunoglobulin heavy variable 3-79 (pseudogene)	14	-	106867639	106868091
3	256643	CXorf23	chromosome X open reading frame 23	X	-	19912859	19990933
27	5506	PPP1R3A	protein phosphatase 1, regulatory subunit 3A	7	-	113876826	113919026
1	387266	KRTAP5-3	keratin associated protein 5-3	11	-	1607564	1608462
695	142	PARP1	poly (ADP-ribose) polymerase 1	1	-	226360690	226408099
17	134510	UBLCP1	ubiquitin-like domain containing CTD phosphatase 1	5	+	159263080	159286039
7	284390	ZNF763	zinc finger protein 763	19	+	11965053	11980398
9	25864	ABHD14A	abhydrolase domain containing 14A	3	+	51975025	51981199
7	56917	MEIS3	Meis homeobox 3	19	-	47403117	47422264
9	26002	MOXD1	monooxygenase, DBH-like 1	6	-	132296054	132401533
5	79981	FRMD1	FERM domain containing 1	6	-	168055744	168101513
21	55252	ASXL2	additional sex combs like transcriptional regulator 2	2	-	25733752	25878473
21	1805	DPT	dermatopontin	1	-	168695456	168729203
10	414061	DNAJB3	DnaJ (Hsp40) homolog, subfamily B, member 3	2	-	233742749	233744014
117	1287	COL4A5	collagen, type IV, alpha 5	X	+	108439735	108697544
1	100189231	TRG-CCC2-2	transfer RNA-Gly (CCC) 2-2	2	-	70248990	70249060
7	132864	CPEB2	cytoplasmic polyadenylation element binding protein 2	4	+	15002450	15070152
18	678	ZFP36L2	ZFP36 ring finger protein-like 2	2	-	43222401	43226605
1	101928890	LOC101928890	-	1	+	114401442	114411091
2	728643	HNRNPA1P33	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33	10	+	46415914	46416455
3	647309	GMNC	geminin coiled-coil domain containing	3	-	190843267	190862742
4	644131	CCT8P1	chaperonin containing TCP1, subunit 8 (theta) pseudogene 1	1	-	147203123	147204983
2	100423015	MIR4289	microRNA 4289	9	-	88745835	88745904
9	9283	GPR37L1	G protein-coupled receptor 37 like 1	1	+	202118704	202131424
18	29970	SCHIP1	schwannomin interacting protein 1	3	+	159273246	159897365
3	126661	CCDC163P	coiled-coil domain containing 163, pseudogene	1	-	45493925	45500078
7	100302736	TMED7-TICAM2	TMED7-TICAM2 readthrough	5	-	115578495	115626178
1	644877	CACYBPP2	calcyclin binding protein pseudogene 2	2	-	183607437	183608118
1	101928079	LINC01057	long intergenic non-protein coding RNA 1057	1	-	94657532	94820280
2	100996455	LOC100996455	-	11	+	64449056	64451656
10	64772	ENGASE	endo-beta-N-acetylglucosaminidase	17	+	79071522	79088602
16	2302	FOXJ1	forkhead box J1	17	-	76136332	76141298
112	5008	OSM	oncostatin M	22	-	30262825	30266839
59	21	ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	16	-	2275877	2340745
1	100271141	RPS15AP6	ribosomal protein S15a pseudogene 6	1	-	21003510	21003963
51	24145	PANX1	pannexin 1	11	+	94128927	94185595
69	10142	AKAP9	A kinase (PRKA) anchor protein 9	7	+	91940866	92110672
3	285267	ZNF619	zinc finger protein 619	3	+	40477112	40490236
53	4284	MIP	major intrinsic protein of lens fiber	12	-	56449501	56456552
1	643711	LOC643711	-	12	-	97713411	97756516
14	26235	FBXL4	F-box and leucine-rich repeat protein 4	6	-	98873724	98948005
1	100271569	RPS26P44	ribosomal protein S26 pseudogene 44	12	+	3468922	3469358
257	7150	TOP1	topoisomerase (DNA) I	20	+	41028821	41124486
3	283491	OR7E156P	olfactory receptor, family 7, subfamily E, member 156 pseudogene	13	+	63737434	63742567
1	392459	CXXC1P1	CXXC finger protein 1 pseudogene 1	X	+	47707190	47736627
5	54574	UGT1A11P	UDP glucuronosyltransferase 1 family, polypeptide A11 pseudogene	2	+	233603552	233604393
6	8590	OR6A2	olfactory receptor, family 6, subfamily A, member 2	11	-	6794524	6795907
4	100302256	MIR1180	microRNA 1180	17	-	19344505	19344573
41	2245	FGD1	FYVE, RhoGEF and PH domain containing 1	X	-	54445453	54496165
2	100130671	IFNWP9	interferon, omega 1 pseudogene 9	9	-	21190145	21191243
17	54439	RBM27	RNA binding motif protein 27	5	+	146203549	146289222
2	100616209	MIR4461	microRNA 4461	5	+	134928038	134928111
6	84948	TIGD5	tigger transposable element derived 5	8	+	143597903	143600314
4	28387	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene)	14	-	106851111	106851545
20	23065	EMC1	ER membrane protein complex subunit 1	1	-	19215663	19251558
1	100170217	SNAR-B2	small ILF3/NF90-associated RNA B2	19	-	50139117	50139236
19	51130	ASB3	ankyrin repeat and SOCS box containing 3	2	-	53669979	53787008
5	100422847	MIR514B	microRNA 514b	X	-	147250150	147250229
4	494188	FBXO47	F-box protein 47	17	-	38936277	38967485
27	4983	OPHN1	oligophrenin 1	X	-	68042343	68433840
16	6861	SYT5	synaptotagmin V	19	-	55173095	55180440
1	440299	DNM1P41	DNM1 pseudogene 41	15	-	84166546	84170983
9	91703	ACY3	aspartoacylase (aminocyclase) 3	11	-	67642554	67650806
2	399972	ST3GAL4-AS1	ST3GAL4 antisense RNA 1 (head to head)	11	-	126341715	126355586
2	342358	CYCSP39	cytochrome c, somatic pseudogene 39	16	-	25454338	25454646
11	79777	ACBD4	acyl-CoA binding domain containing 4	17	+	45132599	45144180
35	6560	SLC12A4	solute carrier family 12 (potassium/chloride transporter), member 4	16	-	67943473	67968693
2	100422940	MIR4305	microRNA 4305	13	-	39664033	39664134
54	6228	RPS23	ribosomal protein S23	5	-	82273319	82278415
18	1849	DUSP7	dual specificity phosphatase 7	3	-	52048918	52056444
529	4000	LMNA	lamin A/C	1	+	156082545	156140088
88	2255	FGF10	fibroblast growth factor 10	5	-	44303540	44389779
18	9814	SFI1	Sfi1 homolog, spindle assembly associated (yeast)	22	+	31488687	31618550
30	406972	MIR196A1	microRNA 196a-1	17	-	48632489	48632558
24	2001	ELF5	E74-like factor 5 (ets domain transcription factor)	11	-	34478794	34513799
2	729662	RPL22P3	ribosomal protein L22 pseudogene 3	1	-	16369092	16369550
1	100271644	RPL36AP41	ribosomal protein L36a pseudogene 41	12	-	63871738	63872043
17	9755	TBKBP1	TBK1 binding protein 1	17	+	47694064	47712062
1	391026	ACTN4P2	actinin, alpha 4 pseudogene 2	1	+	37767587	37779537
1	442425	FOXB2	forkhead box B2	9	+	77019654	77020952
7	56953	NT5M	5',3'-nucleotidase, mitochondrial	17	+	17303365	17347662
902	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	17	+	47253841	47312710
17	5099	PCDH7	protocadherin 7	4	+	30720318	31146800
1	100873896	HMGB1P41	high mobility group box 1 pseudogene 41	8	-	80812141	80812580
5	28802	IGLV3-12	immunoglobulin lambda variable 3-12	22	+	22771832	22772581
14	349565	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	3	-	139560179	139678042
2	102465872	MIR8073	microRNA 8073	13	+	110340957	110341028
40	135228	CD109	CD109 molecule	6	+	73672181	73828316
18	25853	DCAF12	DDB1 and CUL4 associated factor 12	9	-	34086382	34126772
1	400013	TCP1P3	t-complex 1 pseudogene 3	12	+	19941198	19943108
2	767588	SNORD114-10	small nucleolar RNA, C/D box 114-10	14	+	100967051	100967121
1	728234	HMGN2P16	high mobility group nucleosomal binding domain 2 pseudogene 16	9	+	15588354	15588614
1	664721	HNRNPA1P27	heterogeneous nuclear ribonucleoprotein A1 pseudogene 27	X	-	100887928	100888627
1	28871	IGKV3D-34	immunoglobulin kappa variable 3D-34 (pseudogene)	2	+	89906758	89907290
2	100500841	MIR3678	microRNA 3678	17	+	75406068	75406161
1	28924	IGKV2-23	immunoglobulin kappa variable 2-23 (pseudogene)	2	-	89172327	89173042
28	9015	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	1	-	222557901	222590095
1	1817	DRD5P1	dopamine receptor D5 pseudogene 1	2	-	91683884	91686277
20	84301	DDI2	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	1	+	15617457	15661056
3	27093	KCNMB3P1	potassium large conductance calcium-activated channel, subfamily M, beta member 3 pseudogene 1	22	-	16580765	16582706
72	164	AP1G1	adaptor-related protein complex 1, gamma 1 subunit	16	-	71728999	71809072
12	152404	IGSF11	immunoglobulin superfamily, member 11	3	-	118900629	119146067
4	401546	C9orf152	chromosome 9 open reading frame 152	9	-	110199560	110208132
28	60681	FKBP10	FK506 binding protein 10, 65 kDa	17	+	41812261	41823216
76	7177	TPSAB1	tryptase alpha/beta 1	16	+	1240676	1242553
32	10568	SLC34A2	solute carrier family 34 (type II sodium/phosphate cotransporter), member 2	4	+	25655812	25678747
34	2619	GAS1	growth arrest-specific 1	9	-	86944361	86947188
23	23129	PLXND1	plexin D1	3	-	129555212	129606738
15	2979	GUCA1B	guanylate cyclase activator 1B (retina)	6	-	42183283	42206550
7	123879	DCUN1D3	DCN1, defective in cullin neddylation 1, domain containing 3	16	-	20858073	20900238
326	345	APOC3	apolipoprotein C-III	11	+	116829907	116833070
12	64073	C19orf33	chromosome 19 open reading frame 33	19	+	38304163	38305005
48	57704	GBA2	glucosidase, beta (bile acid) 2	9	-	35736865	35749227
3	554206	LOC554206	-	16	+	25031740	25032776
3	100873065	PTCHD1-AS	PTCHD1 antisense RNA (head to head)	X	-	22259796	23293145
1	440570	LOC440570	-	-	-	10985	34744
13	9941	EXOG	endo/exonuclease (5'-3'), endonuclease G-like	3	+	38496126	38526304
35	5522	PPP2R2C	protein phosphatase 2, regulatory subunit B, gamma	4	-	6320577	6563599
1	727865	RPL9P32	ribosomal protein L9 pseudogene 32	19	-	29956305	29957012
616	8743	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	3	-	172505507	172523506
1	100131689	LOC100131689	-	14	+	52286767	52289433
10	9144	SYNGR2	synaptogyrin 2	17	+	78168550	78172927
15	143662	MUC15	mucin 15, cell surface associated	11	-	26559031	26572267
1	101927501	LOC101927501	-	X	+	43176993	43226597
2	100422856	MIR3123	microRNA 3123	1	+	241132271	241132345
6	140701	ABHD16B	abhydrolase domain containing 16B	20	+	63861212	63862987
11	79850	FAM57A	family with sequence similarity 57, member A	17	+	732606	742834
30	65009	NDRG4	NDRG family member 4	16	+	58463644	58513618
2	100287728	LOC100287728	-	X	+	135120620	135123600
1	100128135	GVINP2	GTPase, very large interferon inducible pseudogene 2	11	+	6748124	6750368
16	79623	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	2	-	30910464	31161687
3	353511	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6	16	-	15104722	15131600
2	100847004	MIR5188	microRNA 5188	12	+	124915546	124915658
199	4625	MYH7	myosin, heavy chain 7, cardiac muscle, beta	14	-	23412737	23435685
5	284486	THEM5	thioesterase superfamily member 5	1	-	151847100	151853696
1	644936	LOC644936	-	5	-	80299084	80300477
2	102465493	MIR6821	microRNA 6821	22	+	49962865	49962938
1	283726	FAM154B	family with sequence similarity 154, member B	15	+	82262810	82284926
58	7327	UBE2G2	ubiquitin-conjugating enzyme E2G 2	21	-	44768579	44801835
364	7415	VCP	valosin containing protein	9	-	35056067	35072741
1	100506697	LINC00327	long intergenic non-protein coding RNA 327	13	+	23469511	23487463
2	163007	CYP2T3P	cytochrome P450, family 2, subfamily T, polypeptide 3, pseudogene	19	+	41134718	41137352
32	9867	PJA2	praja ring finger 2, E3 ubiquitin protein ligase	5	-	109334708	109409973
1	100189120	TRD-GTC2-5	transfer RNA-Asp (GTC) 2-5	1	-	161470414	161470485
1	28519	TRDJ4	T cell receptor delta joining 4	14	+	22455248	22455295
18	22998	LIMCH1	LIM and calponin homology domains 1	4	+	41359606	41700043
9	126820	WDR63	WD repeat domain 63	1	+	85062297	85133137
6	192668	CYS1	cystin 1	2	-	10056798	10080410
1	100271200	RPL31P36	ribosomal protein L31 pseudogene 36	7	+	131520113	131520545
1	645357	LOC645357	-	7	+	2381981	2392274
11	135656	DPCR1	diffuse panbronchiolitis critical region 1	6	+	30940999	30954220
33	2899	GRIK3	glutamate receptor, ionotropic, kainate 3	1	-	36795526	37034547
70	1366	CLDN7	claudin 7	17	-	7259902	7263192
3	692109	SNORD69	small nucleolar RNA, C/D box 69	3	+	52692735	52692811
12	171177	RHOV	ras homolog family member V	15	-	40872213	40874288
1	654381	RPL7P5	ribosomal protein L7 pseudogene 5	15	-	99551313	99552127
14	284131	ENDOV	endonuclease V	17	+	80415116	80438085
23	83439	TCF7L1	transcription factor 7-like 1 (T-cell specific, HMG-box)	2	+	85133459	85310387
1	284288	RSL24D1P11	ribosomal L24 domain containing 1 pseudogene 11	18	+	57838475	57839038
1	100499469	MTND6P1	MT-ND6 pseudogene 1	Y	-	8363535	8363958
7	55138	FAM90A1	family with sequence similarity 90, member A1	12	-	8221259	8227702
8	22835	ZFP30	ZFP30 zinc finger protein	19	-	37632486	37657284
1	28369	IGHVII-33-1	immunoglobulin heavy variable (II)-33-1 (pseudogene)	14	-	106367390	106367663
1	83864	TTTY9A	testis-specific transcript, Y-linked 9A (non-protein coding)	Y	+	18729881	18739196
14	27283	TINAG	tubulointerstitial nephritis antigen	6	+	54307791	54390151
13	1359	CPA3	carboxypeptidase A3 (mast cell)	3	+	148865255	148897086
6	84517	ACTRT3	actin-related protein T3	3	-	169766920	169769894
12	259285	TAS2R39	taste receptor, type 2, member 39	7	+	143183418	143184434
4	690	BTF3P11	basic transcription factor 3 pseudogene 11	13	+	76928450	76929089
6	100126317	MIR374B	microRNA 374b	X	-	74218546	74218617
26	57085	AGTRAP	angiotensin II receptor-associated protein	1	+	11735473	11750770
4	574502	MIR500A	microRNA 500a	X	+	50008430	50008513
10	121601	ANO4	anoctamin 4	12	+	100717462	101128640
1	100873762	RNU6-53P	RNA, U6 small nuclear 53, pseudogene	13	-	28703701	28703806
2	100302214	MIR1277	microRNA 1277	X	+	118386393	118386470
3	677817	SNORA36A	small nucleolar RNA, H/ACA box 36A	X	+	154768527	154768658
1	101927207	LOC101927207	-	17	-	49457860	49461748
24	55559	HAUS7	HAUS augmin-like complex, subunit 7	X	-	153447664	153495524
12	388112	NANOGP8	Nanog homeobox pseudogene 8	15	-	35083225	35085307
1	100189195	TRN-GTT2-6	transfer RNA-Asn (GTT) 2-6	19	+	1383562	1383635
21	55573	CDV3	CDV3 homolog (mouse)	3	+	133573589	133590273
67	6423	SFRP2	secreted frizzled-related protein 2	4	-	153780589	153789075
1	100271510	RPL36AP29	ribosomal protein L36a pseudogene 29	7	+	16208947	16209267
29	22848	AAK1	AP2 associated kinase 1	2	-	69457994	69643844
6	56676	ASCL3	achaete-scute family bHLH transcription factor 3	11	-	8937571	8943032
1	54049	H2AFZP1	H2A histone family, member Z pseudogene 1	21	-	44045966	44047145
2	100101116	TTTY1B	testis-specific transcript, Y-linked 1B (non-protein coding)	Y	+	6390400	6411563
84	10131	TRAP1	TNF receptor-associated protein 1	16	-	3658036	3717596
7	100033818	SNORD115-44	small nucleolar RNA, C/D box 115-44	15	+	25250858	25250939
90	5160	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	X	+	19343892	19361706
37	5406	PNLIP	pancreatic lipase	10	+	116545915	116567854
317	5133	PDCD1	programmed cell death 1	2	-	241849880	241858907
3	100526794	NT5C1B-RDH14	NT5C1B-RDH14 readthrough	2	-	18554722	18589579
19	160335	TMTC2	transmembrane and tetratricopeptide repeat containing 2	12	+	82686951	83134867
1	135942	OR2A15P	olfactory receptor, family 2, subfamily A, member 15 pseudogene	7	-	144118463	144119359
97	6957	TRB	T cell receptor beta locus	7	+	142299010	142813286
45	1836	SLC26A2	solute carrier family 26 (anion exchanger), member 2	5	+	149960736	149987399
13	57715	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	10	+	100969481	100985615
28	10811	NOXA1	NADPH oxidase activator 1	9	+	137423394	137434405
17	117157	SH2D1B	SH2 domain containing 1B	1	-	162395265	162412137
92	2358	FPR2	formyl peptide receptor 2	19	+	51760919	51770669
15	65061	CDK15	cyclin-dependent kinase 15	2	+	201790458	201895549
3	80072	HEXA-AS1	HEXA antisense RNA 1	15	+	72376112	72378787
7	9753	ZSCAN12	zinc finger and SCAN domain containing 12	6	-	28378820	28399766
19	2583	B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1	12	-	57625894	57633238
26	23172	FAM175B	family with sequence similarity 175, member B	10	+	124801784	124836669
3	284573	LINC00303	long intergenic non-protein coding RNA 303	1	-	204032446	204041263
2	102466872	MIR7975	microRNA 7975	19	-	55123224	55123291
27	4358	MPV17	MpV17 mitochondrial inner membrane protein	2	-	27309489	27325679
16	313	AOAH	acyloxyacyl hydrolase (neutrophil)	7	-	36512940	36724548
9	83855	KLF16	Kruppel-like factor 16	19	-	1852398	1863564
95	5600	MAPK11	mitogen-activated protein kinase 11	22	-	50263712	50270392
6	375341	C3orf62	chromosome 3 open reading frame 62	3	-	49268596	49277074
1	100421577	FAM21EP	family with sequence similarity 21, member E, pseudogene	10	-	50021181	50067802
128	839	CASP6	caspase 6, apoptosis-related cysteine peptidase	4	-	109688627	109713903
4	85481	PSKH2	protein serine kinase H2	8	-	86047108	86069621
2	100129128	KHDC1L	KH homology domain containing 1-like	6	-	73223543	73225451
289	7018	TF	transferrin	3	+	133661997	133779005
1	102723441	CTD-2154B17.1	-	5	-	10774933	10787034
4	492307	C8orf22	chromosome 8 open reading frame 22	8	+	49054335	49076082
28	30000	TNPO2	transportin 2	19	-	12699193	12723995
